pci.bus_id, power.draw [W], utilization.gpu [%], memory.used [MiB]
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 63.84, 0, 38819
00000000:15:00.0, 57.29, 0, 38819
00000000:51:00.0, 64.50, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 63.29, 0, 38819
00000000:15:00.0, 57.29, 0, 38819
00000000:51:00.0, 64.50, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 63.29, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 65.11, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 63.57, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.78, 0, 38819
00000000:54:00.0, 59.67, 0, 38819
00000000:0F:00.0, 62.37, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.50, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 60.95, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 63.64, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 58.01, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.23, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.78, 0, 38819
00000000:54:00.0, 59.67, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 60.41, 0, 38819
00000000:54:00.0, 65.24, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 66.99, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 62.84, 0, 38819
00000000:51:00.0, 57.19, 0, 38819
00000000:54:00.0, 66.39, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 63.37, 0, 38819
00000000:51:00.0, 57.41, 0, 38819
00000000:54:00.0, 66.32, 0, 38819
00000000:0F:00.0, 61.82, 0, 38819
00000000:15:00.0, 63.44, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 59.88, 0, 38819
00000000:0F:00.0, 63.29, 0, 38819
00000000:15:00.0, 56.96, 0, 38819
00000000:51:00.0, 64.23, 0, 38819
00000000:54:00.0, 59.88, 0, 38819
00000000:0F:00.0, 62.37, 0, 38819
00000000:15:00.0, 56.96, 0, 38819
00000000:51:00.0, 64.17, 0, 38819
00000000:54:00.0, 59.88, 0, 38819
00000000:0F:00.0, 58.61, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.50, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.50, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 57.47, 0, 38819
00000000:15:00.0, 57.08, 0, 38819
00000000:51:00.0, 60.47, 0, 38819
00000000:54:00.0, 66.72, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 60.22, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 66.32, 0, 38819
00000000:0F:00.0, 57.68, 0, 38819
00000000:15:00.0, 62.84, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 65.84, 0, 38819
00000000:0F:00.0, 59.48, 0, 38819
00000000:15:00.0, 62.57, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 62.56, 0, 38819
00000000:0F:00.0, 63.84, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.78, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 57.68, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 64.23, 0, 38819
00000000:54:00.0, 59.94, 0, 38819
00000000:0F:00.0, 57.68, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 62.50, 0, 38819
00000000:54:00.0, 61.69, 0, 38819
00000000:0F:00.0, 57.68, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 59.21, 0, 38819
00000000:54:00.0, 66.11, 0, 38819
00000000:0F:00.0, 57.68, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 66.04, 0, 38819
00000000:0F:00.0, 59.15, 0, 38819
00000000:15:00.0, 57.29, 0, 38819
00000000:51:00.0, 57.74, 0, 38819
00000000:54:00.0, 66.39, 0, 38819
00000000:0F:00.0, 57.68, 0, 38819
00000000:15:00.0, 56.96, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 59.88, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 57.02, 0, 38819
00000000:51:00.0, 63.64, 0, 38819
00000000:54:00.0, 60.82, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 57.89, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 66.04, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 60.50, 0, 38819
00000000:51:00.0, 57.41, 0, 38819
00000000:54:00.0, 66.72, 0, 38819
00000000:0F:00.0, 57.41, 0, 38819
00000000:15:00.0, 63.16, 0, 38819
00000000:51:00.0, 57.47, 0, 38819
00000000:54:00.0, 66.39, 0, 38819
00000000:0F:00.0, 62.37, 0, 38821
00000000:15:00.0, 63.44, 0, 38821
00000000:51:00.0, 57.19, 0, 38821
00000000:54:00.0, 60.21, 0, 38821
00000000:0F:00.0, 63.64, 0, 38821
00000000:15:00.0, 58.49, 0, 38821
00000000:51:00.0, 61.29, 0, 38821
00000000:54:00.0, 59.67, 0, 38821
00000000:0F:00.0, 63.57, 0, 38821
00000000:15:00.0, 56.69, 0, 38831
00000000:51:00.0, 64.23, 0, 38821
00000000:54:00.0, 59.67, 0, 38821
00000000:0F:00.0, 63.57, 0, 38875
00000000:15:00.0, 57.29, 0, 39071
00000000:51:00.0, 63.70, 0, 38875
00000000:54:00.0, 59.67, 0, 38875
00000000:0F:00.0, 57.74, 2, 39157
00000000:15:00.0, 57.08, 3, 39371
00000000:51:00.0, 57.80, 0, 38875
00000000:54:00.0, 59.67, 0, 38875
00000000:0F:00.0, 64.50, 0, 39169
00000000:15:00.0, 56.75, 0, 39385
00000000:51:00.0, 64.85, 0, 38875
00000000:54:00.0, 59.73, 0, 38875
00000000:0F:00.0, 57.47, 0, 39269
00000000:15:00.0, 62.31, 0, 39633
00000000:51:00.0, 57.19, 0, 38875
00000000:54:00.0, 66.11, 0, 39035
00000000:0F:00.0, 57.47, 1, 39633
00000000:15:00.0, 56.75, 0, 39633
00000000:51:00.0, 57.25, 0, 38931
00000000:54:00.0, 66.18, 0, 39209
00000000:0F:00.0, 58.13, 3, 39633
00000000:15:00.0, 58.22, 4, 39641
00000000:51:00.0, 57.25, 2, 39181
00000000:54:00.0, 66.18, 4, 39607
00000000:0F:00.0, 57.53, 0, 39633
00000000:15:00.0, 56.75, 0, 39641
00000000:51:00.0, 57.31, 0, 39189
00000000:54:00.0, 66.86, 0, 39623
00000000:0F:00.0, 63.36, 1, 39633
00000000:15:00.0, 56.75, 0, 39641
00000000:51:00.0, 64.30, 0, 39541
00000000:54:00.0, 59.73, 0, 39633
00000000:0F:00.0, 57.53, 13, 39641
00000000:15:00.0, 56.75, 0, 39641
00000000:51:00.0, 61.08, 0, 39633
00000000:54:00.0, 63.83, 0, 39641
00000000:0F:00.0, 309.41, 97, 39641
00000000:15:00.0, 269.63, 89, 39641
00000000:51:00.0, 291.26, 88, 39641
00000000:54:00.0, 379.77, 85, 39641
00000000:0F:00.0, 72.15, 0, 39641
00000000:15:00.0, 72.27, 0, 39641
00000000:51:00.0, 71.02, 0, 39641
00000000:54:00.0, 74.73, 0, 39641
00000000:0F:00.0, 186.07, 25, 39669
00000000:15:00.0, 128.34, 32, 39669
00000000:51:00.0, 176.88, 21, 39669
00000000:54:00.0, 146.34, 34, 39669
00000000:0F:00.0, 269.58, 56, 39669
00000000:15:00.0, 304.96, 62, 39669
00000000:51:00.0, 259.34, 88, 39669
00000000:54:00.0, 347.23, 89, 39669
00000000:0F:00.0, 87.37, 22, 39721
00000000:15:00.0, 74.94, 88, 39695
00000000:51:00.0, 77.52, 79, 39669
00000000:54:00.0, 94.70, 62, 39669
00000000:0F:00.0, 73.62, 0, 39721
00000000:15:00.0, 71.40, 0, 39713
00000000:51:00.0, 71.35, 0, 39669
00000000:54:00.0, 75.00, 0, 39669
00000000:0F:00.0, 295.95, 98, 39721
00000000:15:00.0, 285.99, 94, 39721
00000000:51:00.0, 229.41, 80, 39721
00000000:54:00.0, 221.97, 96, 39721
00000000:0F:00.0, 73.62, 0, 39805
00000000:15:00.0, 72.60, 0, 39805
00000000:51:00.0, 73.97, 0, 39811
00000000:54:00.0, 77.36, 0, 39805
00000000:0F:00.0, 359.27, 96, 40217
00000000:15:00.0, 336.53, 99, 40297
00000000:51:00.0, 330.55, 95, 40297
00000000:54:00.0, 293.94, 94, 40217
00000000:0F:00.0, 361.52, 82, 40217
00000000:15:00.0, 361.26, 91, 40297
00000000:51:00.0, 377.04, 100, 40297
00000000:54:00.0, 336.45, 100, 40217
00000000:0F:00.0, 347.19, 83, 40217
00000000:15:00.0, 349.68, 93, 40297
00000000:51:00.0, 351.37, 94, 40297
00000000:54:00.0, 385.73, 100, 40217
00000000:0F:00.0, 355.87, 86, 40217
00000000:15:00.0, 339.73, 99, 40297
00000000:51:00.0, 358.30, 99, 40297
00000000:54:00.0, 319.15, 93, 40217
00000000:0F:00.0, 75.17, 0, 40217
00000000:15:00.0, 72.67, 0, 40297
00000000:51:00.0, 72.89, 0, 40297
00000000:54:00.0, 76.75, 0, 40217
00000000:0F:00.0, 59.00, 0, 40217
00000000:15:00.0, 64.44, 0, 40297
00000000:51:00.0, 58.19, 0, 40297
00000000:54:00.0, 67.06, 0, 40217
00000000:0F:00.0, 344.25, 61, 40217
00000000:15:00.0, 359.90, 82, 40297
00000000:51:00.0, 347.82, 96, 40297
00000000:54:00.0, 279.22, 96, 40217
00000000:0F:00.0, 364.46, 100, 40217
00000000:15:00.0, 354.03, 100, 40297
00000000:51:00.0, 361.02, 100, 40297
00000000:54:00.0, 411.82, 100, 40217
00000000:0F:00.0, 222.38, 100, 40217
00000000:15:00.0, 367.19, 97, 40297
00000000:51:00.0, 345.48, 98, 40297
00000000:54:00.0, 329.15, 94, 40217
00000000:0F:00.0, 394.58, 100, 40217
00000000:15:00.0, 401.96, 99, 40297
00000000:51:00.0, 361.02, 99, 40297
00000000:54:00.0, 335.92, 99, 40217
00000000:0F:00.0, 79.27, 80, 40217
00000000:15:00.0, 78.23, 37, 40297
00000000:51:00.0, 79.62, 37, 40297
00000000:54:00.0, 81.87, 100, 40217
00000000:0F:00.0, 74.57, 0, 40217
00000000:15:00.0, 57.68, 0, 40297
00000000:51:00.0, 58.79, 0, 40297
00000000:54:00.0, 61.27, 0, 40217
00000000:0F:00.0, 58.73, 0, 40217
00000000:15:00.0, 356.09, 0, 40297
00000000:51:00.0, 304.76, 99, 40297
00000000:54:00.0, 119.05, 96, 40217
00000000:0F:00.0, 358.90, 100, 40217
00000000:15:00.0, 373.65, 55, 40297
00000000:51:00.0, 386.68, 100, 40297
00000000:54:00.0, 350.53, 100, 40217
00000000:0F:00.0, 408.53, 100, 40217
00000000:15:00.0, 427.50, 100, 40297
00000000:51:00.0, 394.30, 100, 40297
00000000:54:00.0, 369.30, 99, 40217
00000000:0F:00.0, 378.18, 100, 40217
00000000:15:00.0, 382.07, 96, 40297
00000000:51:00.0, 351.37, 96, 40297
00000000:54:00.0, 376.34, 69, 40217
00000000:0F:00.0, 75.17, 0, 40217
00000000:15:00.0, 73.22, 0, 40297
00000000:51:00.0, 73.18, 0, 40297
00000000:54:00.0, 77.76, 0, 40217
00000000:0F:00.0, 63.97, 0, 40217
00000000:15:00.0, 63.84, 0, 40297
00000000:51:00.0, 62.29, 0, 40297
00000000:54:00.0, 68.01, 0, 40217
00000000:0F:00.0, 428.39, 82, 40217
00000000:15:00.0, 353.26, 89, 40297
00000000:51:00.0, 342.26, 95, 40297
00000000:54:00.0, 351.77, 95, 40217
00000000:0F:00.0, 282.79, 99, 40217
00000000:15:00.0, 290.96, 100, 40297
00000000:51:00.0, 293.01, 99, 40297
00000000:54:00.0, 371.05, 100, 40217
00000000:0F:00.0, 280.98, 47, 40217
00000000:15:00.0, 333.92, 100, 40297
00000000:51:00.0, 328.20, 100, 40297
00000000:54:00.0, 423.71, 100, 40217
00000000:0F:00.0, 343.38, 100, 40217
00000000:15:00.0, 341.20, 100, 40297
00000000:51:00.0, 379.65, 100, 40297
00000000:54:00.0, 373.13, 100, 40217
00000000:0F:00.0, 75.44, 0, 40217
00000000:15:00.0, 73.47, 0, 40297
00000000:51:00.0, 73.97, 0, 40297
00000000:54:00.0, 78.23, 0, 40217
00000000:0F:00.0, 74.57, 0, 40217
00000000:15:00.0, 57.62, 0, 40297
00000000:51:00.0, 63.42, 0, 40297
00000000:54:00.0, 61.48, 0, 40217
00000000:0F:00.0, 329.86, 0, 40217
00000000:15:00.0, 378.47, 100, 40297
00000000:51:00.0, 348.94, 56, 40297
00000000:54:00.0, 412.00, 53, 40217
00000000:0F:00.0, 374.04, 100, 40217
00000000:15:00.0, 362.63, 100, 40297
00000000:51:00.0, 407.33, 99, 40297
00000000:54:00.0, 397.92, 100, 40217
00000000:0F:00.0, 359.17, 94, 40217
00000000:15:00.0, 364.58, 100, 40297
00000000:51:00.0, 351.01, 100, 40297
00000000:54:00.0, 422.14, 99, 40217
00000000:0F:00.0, 376.65, 88, 40217
00000000:15:00.0, 331.26, 92, 40297
00000000:51:00.0, 359.77, 92, 40297
00000000:54:00.0, 347.31, 100, 40217
00000000:0F:00.0, 79.54, 100, 40217
00000000:15:00.0, 79.02, 92, 40297
00000000:51:00.0, 76.32, 98, 40297
00000000:54:00.0, 83.26, 55, 40217
00000000:0F:00.0, 75.17, 0, 40217
00000000:15:00.0, 57.95, 0, 40297
00000000:51:00.0, 72.82, 0, 40297
00000000:54:00.0, 77.36, 0, 40217
00000000:0F:00.0, 74.24, 0, 40217
00000000:15:00.0, 199.99, 0, 40297
00000000:51:00.0, 225.05, 32, 40297
00000000:54:00.0, 378.42, 77, 40217
00000000:0F:00.0, 424.47, 100, 40217
00000000:15:00.0, 330.91, 100, 40297
00000000:51:00.0, 334.88, 100, 40297
00000000:54:00.0, 261.96, 100, 40217
00000000:0F:00.0, 352.98, 95, 40217
00000000:15:00.0, 403.89, 100, 40297
00000000:51:00.0, 416.14, 100, 40297
00000000:54:00.0, 361.12, 100, 40217
00000000:0F:00.0, 338.35, 100, 40217
00000000:15:00.0, 373.65, 100, 40297
00000000:51:00.0, 89.81, 100, 40297
00000000:54:00.0, 95.81, 96, 40217
00000000:0F:00.0, 76.32, 0, 40217
00000000:15:00.0, 59.09, 0, 40297
00000000:51:00.0, 73.10, 0, 40297
00000000:54:00.0, 77.95, 0, 40217
00000000:0F:00.0, 59.27, 0, 40217
00000000:15:00.0, 64.65, 0, 40297
00000000:51:00.0, 66.92, 0, 40297
00000000:54:00.0, 77.08, 0, 40217
00000000:0F:00.0, 59.27, 0, 40217
00000000:15:00.0, 62.90, 0, 40297
00000000:51:00.0, 66.04, 0, 40297
00000000:54:00.0, 65.58, 0, 40217
00000000:0F:00.0, 66.32, 0, 40217
00000000:15:00.0, 57.35, 0, 40297
00000000:51:00.0, 64.85, 0, 40297
00000000:54:00.0, 61.48, 0, 40217
00000000:0F:00.0, 66.04, 0, 40217
00000000:15:00.0, 57.08, 0, 40297
00000000:51:00.0, 59.27, 0, 40297
00000000:54:00.0, 60.60, 0, 40217
